point_sn,signal_code,signal_description,signal_type,measure_type,measure_location,station_sn,pipeline_sn
point_sn_491,,,,15,measure_location_491,station_sn_2,pipeline_sn_1
point_sn_1124,,,,2,measure_location_1124,station_sn_4,pipeline_sn_1
point_sn_529,,,,2,measure_location_529,station_sn_2,pipeline_sn_1
point_sn_1132,,,,10,measure_location_1132,station_sn_4,pipeline_sn_1
point_sn_106,,,,4,measure_location_106,station_sn_1,pipeline_sn_1
point_sn_405,,,,14,measure_location_405,station_sn_2,pipeline_sn_1
point_sn_1243,,,,2,measure_location_1243,station_sn_4,pipeline_sn_1
point_sn_8,,,,8,measure_location_8,station_sn_1,pipeline_sn_1
point_sn_792,,,,10,measure_location_792,station_sn_3,pipeline_sn_1
point_sn_1210,,,,3,measure_location_1210,station_sn_4,pipeline_sn_1
point_sn_860,,,,10,measure_location_860,station_sn_3,pipeline_sn_1
point_sn_68,,,,17,measure_location_68,station_sn_1,pipeline_sn_1
point_sn_739,,,,8,measure_location_739,station_sn_3,pipeline_sn_1
point_sn_1260,,,,2,measure_location_1260,station_sn_4,pipeline_sn_1
point_sn_1333,,,,7,measure_location_1333,station_sn_4,pipeline_sn_1
point_sn_1364,,,,4,measure_location_1364,station_sn_4,pipeline_sn_1
point_sn_303,,,,14,measure_location_303,station_sn_1,pipeline_sn_1
point_sn_10,,,,10,measure_location_10,station_sn_1,pipeline_sn_1
point_sn_713,,,,16,measure_location_713,station_sn_3,pipeline_sn_1
point_sn_1315,,,,6,measure_location_1315,station_sn_4,pipeline_sn_1
point_sn_1422,,,,11,measure_location_1422,station_sn_5,pipeline_sn_1
point_sn_134,,,,15,measure_location_134,station_sn_1,pipeline_sn_1
point_sn_1115,,,,10,measure_location_1115,station_sn_4,pipeline_sn_1
point_sn_1141,,,,2,measure_location_1141,station_sn_4,pipeline_sn_1
point_sn_1097,,,,9,measure_location_1097,station_sn_4,pipeline_sn_1
point_sn_582,,,,4,measure_location_582,station_sn_2,pipeline_sn_1
point_sn_888,,,,4,measure_location_888,station_sn_3,pipeline_sn_1
point_sn_1423,,,,12,measure_location_1423,station_sn_5,pipeline_sn_1
point_sn_25,,,,8,measure_location_25,station_sn_1,pipeline_sn_1
point_sn_13,,,,13,measure_location_13,station_sn_1,pipeline_sn_1
point_sn_1181,,,,8,measure_location_1181,station_sn_4,pipeline_sn_1
point_sn_1307,,,,15,measure_location_1307,station_sn_4,pipeline_sn_1
point_sn_910,,,,9,measure_location_910,station_sn_3,pipeline_sn_1
point_sn_1250,,,,9,measure_location_1250,station_sn_4,pipeline_sn_1
point_sn_584,,,,6,measure_location_584,station_sn_2,pipeline_sn_1
point_sn_549,,,,5,measure_location_549,station_sn_2,pipeline_sn_1
point_sn_319,,,,13,measure_location_319,station_sn_1,pipeline_sn_1
point_sn_536,,,,9,measure_location_536,station_sn_2,pipeline_sn_1
point_sn_931,,,,13,measure_location_931,station_sn_3,pipeline_sn_1
point_sn_29,,,,12,measure_location_29,station_sn_1,pipeline_sn_1
point_sn_440,,,,15,measure_location_440,station_sn_2,pipeline_sn_1
point_sn_694,,,,14,measure_location_694,station_sn_3,pipeline_sn_1
point_sn_1490,,,,11,measure_location_1490,station_sn_5,pipeline_sn_1
point_sn_61,,,,10,measure_location_61,station_sn_1,pipeline_sn_1
point_sn_1227,,,,3,measure_location_1227,station_sn_4,pipeline_sn_1
point_sn_241,,,,3,measure_location_241,station_sn_1,pipeline_sn_1
point_sn_666,,,,3,measure_location_666,station_sn_2,pipeline_sn_1
point_sn_893,,,,9,measure_location_893,station_sn_3,pipeline_sn_1
point_sn_1131,,,,9,measure_location_1131,station_sn_4,pipeline_sn_1
point_sn_320,,,,14,measure_location_320,station_sn_1,pipeline_sn_1
point_sn_200,,,,13,measure_location_200,station_sn_1,pipeline_sn_1
point_sn_775,,,,10,measure_location_775,station_sn_3,pipeline_sn_1
point_sn_596,,,,1,measure_location_596,station_sn_2,pipeline_sn_1
point_sn_925,,,,7,measure_location_925,station_sn_3,pipeline_sn_1
point_sn_370,,,,13,measure_location_370,station_sn_2,pipeline_sn_1
point_sn_240,,,,2,measure_location_240,station_sn_1,pipeline_sn_1
point_sn_952,,,,17,measure_location_952,station_sn_3,pipeline_sn_1
point_sn_977,,,,8,measure_location_977,station_sn_3,pipeline_sn_1
point_sn_348,,,,8,measure_location_348,station_sn_2,pipeline_sn_1
point_sn_871,,,,4,measure_location_871,station_sn_3,pipeline_sn_1
point_sn_148,,,,12,measure_location_148,station_sn_1,pipeline_sn_1
point_sn_1317,,,,8,measure_location_1317,station_sn_4,pipeline_sn_1
point_sn_116,,,,14,measure_location_116,station_sn_1,pipeline_sn_1
point_sn_551,,,,7,measure_location_551,station_sn_2,pipeline_sn_1
point_sn_172,,,,2,measure_location_172,station_sn_1,pipeline_sn_1
point_sn_1209,,,,2,measure_location_1209,station_sn_4,pipeline_sn_1
point_sn_778,,,,13,measure_location_778,station_sn_3,pipeline_sn_1
point_sn_71,,,,3,measure_location_71,station_sn_1,pipeline_sn_1
point_sn_425,,,,17,measure_location_425,station_sn_2,pipeline_sn_1
point_sn_598,,,,3,measure_location_598,station_sn_2,pipeline_sn_1
point_sn_1375,,,,15,measure_location_1375,station_sn_4,pipeline_sn_1
point_sn_1386,,,,9,measure_location_1386,station_sn_5,pipeline_sn_1
point_sn_203,,,,16,measure_location_203,station_sn_1,pipeline_sn_1
point_sn_1381,,,,4,measure_location_1381,station_sn_5,pipeline_sn_1
point_sn_257,,,,2,measure_location_257,station_sn_1,pipeline_sn_1
point_sn_738,,,,7,measure_location_738,station_sn_3,pipeline_sn_1
point_sn_1365,,,,5,measure_location_1365,station_sn_4,pipeline_sn_1
point_sn_1480,,,,1,measure_location_1480,station_sn_5,pipeline_sn_1
point_sn_84,,,,16,measure_location_84,station_sn_1,pipeline_sn_1
point_sn_122,,,,3,measure_location_122,station_sn_1,pipeline_sn_1
point_sn_289,,,,17,measure_location_289,station_sn_1,pipeline_sn_1
point_sn_674,,,,11,measure_location_674,station_sn_2,pipeline_sn_1
point_sn_558,,,,14,measure_location_558,station_sn_2,pipeline_sn_1
point_sn_50,,,,16,measure_location_50,station_sn_1,pipeline_sn_1
point_sn_1067,,,,13,measure_location_1067,station_sn_4,pipeline_sn_1
point_sn_760,,,,12,measure_location_760,station_sn_3,pipeline_sn_1
point_sn_1387,,,,10,measure_location_1387,station_sn_5,pipeline_sn_1
point_sn_623,,,,11,measure_location_623,station_sn_2,pipeline_sn_1
point_sn_535,,,,8,measure_location_535,station_sn_2,pipeline_sn_1
point_sn_763,,,,15,measure_location_763,station_sn_3,pipeline_sn_1
point_sn_673,,,,10,measure_location_673,station_sn_2,pipeline_sn_1
point_sn_1189,,,,16,measure_location_1189,station_sn_4,pipeline_sn_1
point_sn_336,,,,13,measure_location_336,station_sn_1,pipeline_sn_1
point_sn_746,,,,15,measure_location_746,station_sn_3,pipeline_sn_1
point_sn_1495,,,,16,measure_location_1495,station_sn_5,pipeline_sn_1
point_sn_260,,,,5,measure_location_260,station_sn_1,pipeline_sn_1
point_sn_995,,,,9,measure_location_995,station_sn_3,pipeline_sn_1
point_sn_852,,,,2,measure_location_852,station_sn_3,pipeline_sn_1
point_sn_216,,,,12,measure_location_216,station_sn_1,pipeline_sn_1
point_sn_379,,,,5,measure_location_379,station_sn_2,pipeline_sn_1
point_sn_360,,,,3,measure_location_360,station_sn_2,pipeline_sn_1
point_sn_102,,,,17,measure_location_102,station_sn_1,pipeline_sn_1
point_sn_443,,,,1,measure_location_443,station_sn_2,pipeline_sn_1
point_sn_1152,,,,13,measure_location_1152,station_sn_4,pipeline_sn_1
point_sn_1380,,,,3,measure_location_1380,station_sn_5,pipeline_sn_1
point_sn_1358,,,,15,measure_location_1358,station_sn_4,pipeline_sn_1
point_sn_464,,,,5,measure_location_464,station_sn_2,pipeline_sn_1
point_sn_784,,,,2,measure_location_784,station_sn_3,pipeline_sn_1
point_sn_868,,,,1,measure_location_868,station_sn_3,pipeline_sn_1
point_sn_1344,,,,1,measure_location_1344,station_sn_4,pipeline_sn_1
point_sn_171,,,,1,measure_location_171,station_sn_1,pipeline_sn_1
point_sn_1188,,,,15,measure_location_1188,station_sn_4,pipeline_sn_1
point_sn_228,,,,7,measure_location_228,station_sn_1,pipeline_sn_1
point_sn_129,,,,10,measure_location_129,station_sn_1,pipeline_sn_1
point_sn_416,,,,8,measure_location_416,station_sn_2,pipeline_sn_1
point_sn_261,,,,6,measure_location_261,station_sn_1,pipeline_sn_1
point_sn_665,,,,2,measure_location_665,station_sn_2,pipeline_sn_1
point_sn_684,,,,4,measure_location_684,station_sn_2,pipeline_sn_1
point_sn_63,,,,12,measure_location_63,station_sn_1,pipeline_sn_1
point_sn_687,,,,7,measure_location_687,station_sn_2,pipeline_sn_1
point_sn_1311,,,,2,measure_location_1311,station_sn_4,pipeline_sn_1
point_sn_1149,,,,10,measure_location_1149,station_sn_4,pipeline_sn_1
point_sn_1431,,,,3,measure_location_1431,station_sn_5,pipeline_sn_1
point_sn_128,,,,9,measure_location_128,station_sn_1,pipeline_sn_1
point_sn_795,,,,13,measure_location_795,station_sn_3,pipeline_sn_1
point_sn_1367,,,,7,measure_location_1367,station_sn_4,pipeline_sn_1
point_sn_36,,,,2,measure_location_36,station_sn_1,pipeline_sn_1
point_sn_1215,,,,8,measure_location_1215,station_sn_4,pipeline_sn_1
point_sn_1228,,,,4,measure_location_1228,station_sn_4,pipeline_sn_1
point_sn_476,,,,17,measure_location_476,station_sn_2,pipeline_sn_1
point_sn_1137,,,,15,measure_location_1137,station_sn_4,pipeline_sn_1
point_sn_1362,,,,2,measure_location_1362,station_sn_4,pipeline_sn_1
point_sn_264,,,,9,measure_location_264,station_sn_1,pipeline_sn_1
point_sn_951,,,,16,measure_location_951,station_sn_3,pipeline_sn_1
point_sn_31,,,,14,measure_location_31,station_sn_1,pipeline_sn_1
point_sn_1169,,,,13,measure_location_1169,station_sn_4,pipeline_sn_1
point_sn_388,,,,14,measure_location_388,station_sn_2,pipeline_sn_1
point_sn_603,,,,8,measure_location_603,station_sn_2,pipeline_sn_1
point_sn_1001,,,,15,measure_location_1001,station_sn_3,pipeline_sn_1
point_sn_47,,,,13,measure_location_47,station_sn_1,pipeline_sn_1
point_sn_958,,,,6,measure_location_958,station_sn_3,pipeline_sn_1
point_sn_1036,,,,16,measure_location_1036,station_sn_4,pipeline_sn_1
point_sn_1085,,,,14,measure_location_1085,station_sn_4,pipeline_sn_1
point_sn_205,,,,1,measure_location_205,station_sn_1,pipeline_sn_1
point_sn_772,,,,7,measure_location_772,station_sn_3,pipeline_sn_1
point_sn_833,,,,17,measure_location_833,station_sn_3,pipeline_sn_1
point_sn_1445,,,,17,measure_location_1445,station_sn_5,pipeline_sn_1
point_sn_434,,,,9,measure_location_434,station_sn_2,pipeline_sn_1
point_sn_163,,,,10,measure_location_163,station_sn_1,pipeline_sn_1
point_sn_1056,,,,2,measure_location_1056,station_sn_4,pipeline_sn_1
point_sn_554,,,,10,measure_location_554,station_sn_2,pipeline_sn_1
point_sn_1293,,,,1,measure_location_1293,station_sn_4,pipeline_sn_1
point_sn_1213,,,,6,measure_location_1213,station_sn_4,pipeline_sn_1
point_sn_896,,,,12,measure_location_896,station_sn_3,pipeline_sn_1
point_sn_182,,,,12,measure_location_182,station_sn_1,pipeline_sn_1
point_sn_389,,,,15,measure_location_389,station_sn_2,pipeline_sn_1
point_sn_451,,,,9,measure_location_451,station_sn_2,pipeline_sn_1
point_sn_339,,,,16,measure_location_339,station_sn_1,pipeline_sn_1
point_sn_450,,,,8,measure_location_450,station_sn_2,pipeline_sn_1
point_sn_891,,,,7,measure_location_891,station_sn_3,pipeline_sn_1
point_sn_1486,,,,7,measure_location_1486,station_sn_5,pipeline_sn_1
point_sn_219,,,,15,measure_location_219,station_sn_1,pipeline_sn_1
point_sn_617,,,,5,measure_location_617,station_sn_2,pipeline_sn_1
point_sn_108,,,,6,measure_location_108,station_sn_1,pipeline_sn_1
point_sn_743,,,,12,measure_location_743,station_sn_3,pipeline_sn_1
point_sn_846,,,,13,measure_location_846,station_sn_3,pipeline_sn_1
point_sn_227,,,,6,measure_location_227,station_sn_1,pipeline_sn_1
point_sn_345,,,,5,measure_location_345,station_sn_2,pipeline_sn_1
point_sn_1389,,,,12,measure_location_1389,station_sn_5,pipeline_sn_1
point_sn_528,,,,1,measure_location_528,station_sn_2,pipeline_sn_1
point_sn_1119,,,,14,measure_location_1119,station_sn_4,pipeline_sn_1
point_sn_1258,,,,17,measure_location_1258,station_sn_4,pipeline_sn_1
point_sn_265,,,,10,measure_location_265,station_sn_1,pipeline_sn_1
point_sn_17,,,,17,measure_location_17,station_sn_1,pipeline_sn_1
point_sn_1099,,,,11,measure_location_1099,station_sn_4,pipeline_sn_1
point_sn_39,,,,5,measure_location_39,station_sn_1,pipeline_sn_1
point_sn_905,,,,4,measure_location_905,station_sn_3,pipeline_sn_1
point_sn_749,,,,1,measure_location_749,station_sn_3,pipeline_sn_1
point_sn_715,,,,1,measure_location_715,station_sn_3,pipeline_sn_1
point_sn_420,,,,12,measure_location_420,station_sn_2,pipeline_sn_1
point_sn_744,,,,13,measure_location_744,station_sn_3,pipeline_sn_1
point_sn_72,,,,4,measure_location_72,station_sn_1,pipeline_sn_1
point_sn_831,,,,15,measure_location_831,station_sn_3,pipeline_sn_1
point_sn_1171,,,,15,measure_location_1171,station_sn_4,pipeline_sn_1
point_sn_465,,,,6,measure_location_465,station_sn_2,pipeline_sn_1
point_sn_635,,,,6,measure_location_635,station_sn_2,pipeline_sn_1
point_sn_752,,,,4,measure_location_752,station_sn_3,pipeline_sn_1
point_sn_1166,,,,10,measure_location_1166,station_sn_4,pipeline_sn_1
point_sn_132,,,,13,measure_location_132,station_sn_1,pipeline_sn_1
point_sn_1484,,,,5,measure_location_1484,station_sn_5,pipeline_sn_1
point_sn_1081,,,,10,measure_location_1081,station_sn_4,pipeline_sn_1
point_sn_1313,,,,4,measure_location_1313,station_sn_4,pipeline_sn_1
point_sn_878,,,,11,measure_location_878,station_sn_3,pipeline_sn_1
point_sn_820,,,,4,measure_location_820,station_sn_3,pipeline_sn_1
point_sn_378,,,,4,measure_location_378,station_sn_2,pipeline_sn_1
point_sn_1274,,,,16,measure_location_1274,station_sn_4,pipeline_sn_1
point_sn_496,,,,3,measure_location_496,station_sn_2,pipeline_sn_1
point_sn_454,,,,12,measure_location_454,station_sn_2,pipeline_sn_1
point_sn_643,,,,14,measure_location_643,station_sn_2,pipeline_sn_1
point_sn_54,,,,3,measure_location_54,station_sn_1,pipeline_sn_1
point_sn_222,,,,1,measure_location_222,station_sn_1,pipeline_sn_1
point_sn_343,,,,3,measure_location_343,station_sn_1,pipeline_sn_1
point_sn_1266,,,,8,measure_location_1266,station_sn_4,pipeline_sn_1
point_sn_262,,,,7,measure_location_262,station_sn_1,pipeline_sn_1
point_sn_569,,,,8,measure_location_569,station_sn_2,pipeline_sn_1
point_sn_27,,,,10,measure_location_27,station_sn_1,pipeline_sn_1
point_sn_1179,,,,6,measure_location_1179,station_sn_4,pipeline_sn_1
point_sn_563,,,,2,measure_location_563,station_sn_2,pipeline_sn_1
point_sn_413,,,,5,measure_location_413,station_sn_2,pipeline_sn_1
point_sn_865,,,,15,measure_location_865,station_sn_3,pipeline_sn_1
point_sn_756,,,,8,measure_location_756,station_sn_3,pipeline_sn_1
point_sn_502,,,,9,measure_location_502,station_sn_2,pipeline_sn_1
point_sn_718,,,,4,measure_location_718,station_sn_3,pipeline_sn_1
point_sn_546,,,,2,measure_location_546,station_sn_2,pipeline_sn_1
point_sn_730,,,,16,measure_location_730,station_sn_3,pipeline_sn_1
point_sn_1075,,,,4,measure_location_1075,station_sn_4,pipeline_sn_1
point_sn_613,,,,1,measure_location_613,station_sn_2,pipeline_sn_1
point_sn_1225,,,,1,measure_location_1225,station_sn_4,pipeline_sn_1
point_sn_65,,,,14,measure_location_65,station_sn_1,pipeline_sn_1
point_sn_175,,,,5,measure_location_175,station_sn_1,pipeline_sn_1
point_sn_196,,,,9,measure_location_196,station_sn_1,pipeline_sn_1
point_sn_461,,,,2,measure_location_461,station_sn_2,pipeline_sn_1
point_sn_266,,,,11,measure_location_266,station_sn_1,pipeline_sn_1
point_sn_890,,,,6,measure_location_890,station_sn_3,pipeline_sn_1
point_sn_119,,,,17,measure_location_119,station_sn_1,pipeline_sn_1
point_sn_632,,,,3,measure_location_632,station_sn_2,pipeline_sn_1
point_sn_1388,,,,11,measure_location_1388,station_sn_5,pipeline_sn_1
point_sn_1310,,,,1,measure_location_1310,station_sn_4,pipeline_sn_1
point_sn_105,,,,3,measure_location_105,station_sn_1,pipeline_sn_1
point_sn_278,,,,6,measure_location_278,station_sn_1,pipeline_sn_1
point_sn_1106,,,,1,measure_location_1106,station_sn_4,pipeline_sn_1
point_sn_277,,,,5,measure_location_277,station_sn_1,pipeline_sn_1
point_sn_1347,,,,4,measure_location_1347,station_sn_4,pipeline_sn_1
point_sn_221,,,,17,measure_location_221,station_sn_1,pipeline_sn_1
point_sn_659,,,,13,measure_location_659,station_sn_2,pipeline_sn_1
point_sn_1286,,,,11,measure_location_1286,station_sn_4,pipeline_sn_1
point_sn_333,,,,10,measure_location_333,station_sn_1,pipeline_sn_1
point_sn_954,,,,2,measure_location_954,station_sn_3,pipeline_sn_1
point_sn_80,,,,12,measure_location_80,station_sn_1,pipeline_sn_1
point_sn_1219,,,,12,measure_location_1219,station_sn_4,pipeline_sn_1
point_sn_1378,,,,1,measure_location_1378,station_sn_5,pipeline_sn_1
point_sn_85,,,,17,measure_location_85,station_sn_1,pipeline_sn_1
point_sn_782,,,,17,measure_location_782,station_sn_3,pipeline_sn_1
point_sn_1496,,,,17,measure_location_1496,station_sn_5,pipeline_sn_1
point_sn_855,,,,5,measure_location_855,station_sn_3,pipeline_sn_1
point_sn_1221,,,,14,measure_location_1221,station_sn_4,pipeline_sn_1
point_sn_631,,,,2,measure_location_631,station_sn_2,pipeline_sn_1
point_sn_873,,,,6,measure_location_873,station_sn_3,pipeline_sn_1
point_sn_12,,,,12,measure_location_12,station_sn_1,pipeline_sn_1
point_sn_299,,,,10,measure_location_299,station_sn_1,pipeline_sn_1
point_sn_608,,,,13,measure_location_608,station_sn_2,pipeline_sn_1
point_sn_1177,,,,4,measure_location_1177,station_sn_4,pipeline_sn_1
point_sn_640,,,,11,measure_location_640,station_sn_2,pipeline_sn_1
point_sn_250,,,,12,measure_location_250,station_sn_1,pipeline_sn_1
point_sn_488,,,,12,measure_location_488,station_sn_2,pipeline_sn_1
point_sn_1426,,,,15,measure_location_1426,station_sn_5,pipeline_sn_1
point_sn_1246,,,,5,measure_location_1246,station_sn_4,pipeline_sn_1
point_sn_994,,,,8,measure_location_994,station_sn_3,pipeline_sn_1
point_sn_323,,,,17,measure_location_323,station_sn_1,pipeline_sn_1
point_sn_494,,,,1,measure_location_494,station_sn_2,pipeline_sn_1
point_sn_898,,,,14,measure_location_898,station_sn_3,pipeline_sn_1
point_sn_753,,,,5,measure_location_753,station_sn_3,pipeline_sn_1
point_sn_655,,,,9,measure_location_655,station_sn_2,pipeline_sn_1
point_sn_142,,,,6,measure_location_142,station_sn_1,pipeline_sn_1
point_sn_1403,,,,9,measure_location_1403,station_sn_5,pipeline_sn_1
point_sn_1014,,,,11,measure_location_1014,station_sn_3,pipeline_sn_1
point_sn_955,,,,3,measure_location_955,station_sn_3,pipeline_sn_1
point_sn_1147,,,,8,measure_location_1147,station_sn_4,pipeline_sn_1
point_sn_1432,,,,4,measure_location_1432,station_sn_5,pipeline_sn_1
point_sn_933,,,,15,measure_location_933,station_sn_3,pipeline_sn_1
point_sn_513,,,,3,measure_location_513,station_sn_2,pipeline_sn_1
point_sn_1002,,,,16,measure_location_1002,station_sn_3,pipeline_sn_1
point_sn_251,,,,13,measure_location_251,station_sn_1,pipeline_sn_1
point_sn_361,,,,4,measure_location_361,station_sn_2,pipeline_sn_1
point_sn_149,,,,13,measure_location_149,station_sn_1,pipeline_sn_1
point_sn_100,,,,15,measure_location_100,station_sn_1,pipeline_sn_1
point_sn_16,,,,16,measure_location_16,station_sn_1,pipeline_sn_1
point_sn_1089,,,,1,measure_location_1089,station_sn_4,pipeline_sn_1
point_sn_663,,,,17,measure_location_663,station_sn_2,pipeline_sn_1
point_sn_771,,,,6,measure_location_771,station_sn_3,pipeline_sn_1
point_sn_740,,,,9,measure_location_740,station_sn_3,pipeline_sn_1
point_sn_1159,,,,3,measure_location_1159,station_sn_4,pipeline_sn_1
point_sn_1082,,,,11,measure_location_1082,station_sn_4,pipeline_sn_1
point_sn_410,,,,2,measure_location_410,station_sn_2,pipeline_sn_1
point_sn_973,,,,4,measure_location_973,station_sn_3,pipeline_sn_1
point_sn_626,,,,14,measure_location_626,station_sn_2,pipeline_sn_1
point_sn_745,,,,14,measure_location_745,station_sn_3,pipeline_sn_1
point_sn_579,,,,1,measure_location_579,station_sn_2,pipeline_sn_1
point_sn_177,,,,7,measure_location_177,station_sn_1,pipeline_sn_1
point_sn_755,,,,7,measure_location_755,station_sn_3,pipeline_sn_1
point_sn_1296,,,,4,measure_location_1296,station_sn_4,pipeline_sn_1
point_sn_1026,,,,6,measure_location_1026,station_sn_3,pipeline_sn_1
point_sn_1196,,,,6,measure_location_1196,station_sn_4,pipeline_sn_1
point_sn_253,,,,15,measure_location_253,station_sn_1,pipeline_sn_1
point_sn_611,,,,16,measure_location_611,station_sn_2,pipeline_sn_1
point_sn_1156,,,,17,measure_location_1156,station_sn_4,pipeline_sn_1
point_sn_1083,,,,12,measure_location_1083,station_sn_4,pipeline_sn_1
point_sn_802,,,,3,measure_location_802,station_sn_3,pipeline_sn_1
point_sn_313,,,,7,measure_location_313,station_sn_1,pipeline_sn_1
point_sn_418,,,,10,measure_location_418,station_sn_2,pipeline_sn_1
point_sn_211,,,,7,measure_location_211,station_sn_1,pipeline_sn_1
point_sn_531,,,,4,measure_location_531,station_sn_2,pipeline_sn_1
point_sn_1162,,,,6,measure_location_1162,station_sn_4,pipeline_sn_1
point_sn_346,,,,6,measure_location_346,station_sn_2,pipeline_sn_1
point_sn_479,,,,3,measure_location_479,station_sn_2,pipeline_sn_1
point_sn_532,,,,5,measure_location_532,station_sn_2,pipeline_sn_1
point_sn_1077,,,,6,measure_location_1077,station_sn_4,pipeline_sn_1
point_sn_1268,,,,10,measure_location_1268,station_sn_4,pipeline_sn_1
point_sn_1185,,,,12,measure_location_1185,station_sn_4,pipeline_sn_1
point_sn_369,,,,12,measure_location_369,station_sn_2,pipeline_sn_1
point_sn_218,,,,14,measure_location_218,station_sn_1,pipeline_sn_1
point_sn_530,,,,3,measure_location_530,station_sn_2,pipeline_sn_1
point_sn_788,,,,6,measure_location_788,station_sn_3,pipeline_sn_1
point_sn_67,,,,16,measure_location_67,station_sn_1,pipeline_sn_1
point_sn_998,,,,12,measure_location_998,station_sn_3,pipeline_sn_1
point_sn_1217,,,,10,measure_location_1217,station_sn_4,pipeline_sn_1
point_sn_934,,,,16,measure_location_934,station_sn_3,pipeline_sn_1
point_sn_599,,,,4,measure_location_599,station_sn_2,pipeline_sn_1
point_sn_1139,,,,17,measure_location_1139,station_sn_4,pipeline_sn_1
point_sn_475,,,,16,measure_location_475,station_sn_2,pipeline_sn_1
point_sn_1194,,,,4,measure_location_1194,station_sn_4,pipeline_sn_1
point_sn_1326,,,,17,measure_location_1326,station_sn_4,pipeline_sn_1
point_sn_385,,,,11,measure_location_385,station_sn_2,pipeline_sn_1
point_sn_415,,,,7,measure_location_415,station_sn_2,pipeline_sn_1
point_sn_1112,,,,7,measure_location_1112,station_sn_4,pipeline_sn_1
point_sn_972,,,,3,measure_location_972,station_sn_3,pipeline_sn_1
point_sn_1468,,,,6,measure_location_1468,station_sn_5,pipeline_sn_1
point_sn_1363,,,,3,measure_location_1363,station_sn_4,pipeline_sn_1
point_sn_991,,,,5,measure_location_991,station_sn_3,pipeline_sn_1
point_sn_987,,,,1,measure_location_987,station_sn_3,pipeline_sn_1
point_sn_1497,,,,1,measure_location_1497,station_sn_5,pipeline_sn_1
point_sn_1154,,,,15,measure_location_1154,station_sn_4,pipeline_sn_1
point_sn_789,,,,7,measure_location_789,station_sn_3,pipeline_sn_1
point_sn_191,,,,4,measure_location_191,station_sn_1,pipeline_sn_1
point_sn_719,,,,5,measure_location_719,station_sn_3,pipeline_sn_1
point_sn_966,,,,14,measure_location_966,station_sn_3,pipeline_sn_1
point_sn_140,,,,4,measure_location_140,station_sn_1,pipeline_sn_1
point_sn_1404,,,,10,measure_location_1404,station_sn_5,pipeline_sn_1
point_sn_1000,,,,14,measure_location_1000,station_sn_3,pipeline_sn_1
point_sn_1327,,,,1,measure_location_1327,station_sn_4,pipeline_sn_1
point_sn_1264,,,,6,measure_location_1264,station_sn_4,pipeline_sn_1
point_sn_235,,,,14,measure_location_235,station_sn_1,pipeline_sn_1
point_sn_625,,,,13,measure_location_625,station_sn_2,pipeline_sn_1
point_sn_193,,,,6,measure_location_193,station_sn_1,pipeline_sn_1
point_sn_245,,,,7,measure_location_245,station_sn_1,pipeline_sn_1
point_sn_398,,,,7,measure_location_398,station_sn_2,pipeline_sn_1
point_sn_499,,,,6,measure_location_499,station_sn_2,pipeline_sn_1
point_sn_1444,,,,16,measure_location_1444,station_sn_5,pipeline_sn_1
point_sn_1473,,,,11,measure_location_1473,station_sn_5,pipeline_sn_1
point_sn_82,,,,14,measure_location_82,station_sn_1,pipeline_sn_1
point_sn_629,,,,17,measure_location_629,station_sn_2,pipeline_sn_1
point_sn_693,,,,13,measure_location_693,station_sn_3,pipeline_sn_1
point_sn_146,,,,10,measure_location_146,station_sn_1,pipeline_sn_1
point_sn_1186,,,,13,measure_location_1186,station_sn_4,pipeline_sn_1
point_sn_137,,,,1,measure_location_137,station_sn_1,pipeline_sn_1
point_sn_1052,,,,15,measure_location_1052,station_sn_4,pipeline_sn_1
point_sn_961,,,,9,measure_location_961,station_sn_3,pipeline_sn_1
point_sn_983,,,,14,measure_location_983,station_sn_3,pipeline_sn_1
point_sn_815,,,,16,measure_location_815,station_sn_3,pipeline_sn_1
point_sn_754,,,,6,measure_location_754,station_sn_3,pipeline_sn_1
point_sn_847,,,,14,measure_location_847,station_sn_3,pipeline_sn_1
point_sn_482,,,,6,measure_location_482,station_sn_2,pipeline_sn_1
point_sn_1109,,,,4,measure_location_1109,station_sn_4,pipeline_sn_1
point_sn_924,,,,6,measure_location_924,station_sn_3,pipeline_sn_1
point_sn_1231,,,,7,measure_location_1231,station_sn_4,pipeline_sn_1
point_sn_1475,,,,13,measure_location_1475,station_sn_5,pipeline_sn_1
point_sn_547,,,,3,measure_location_547,station_sn_2,pipeline_sn_1
point_sn_773,,,,8,measure_location_773,station_sn_3,pipeline_sn_1
point_sn_170,,,,17,measure_location_170,station_sn_1,pipeline_sn_1
point_sn_207,,,,3,measure_location_207,station_sn_1,pipeline_sn_1
point_sn_518,,,,8,measure_location_518,station_sn_2,pipeline_sn_1
point_sn_1029,,,,9,measure_location_1029,station_sn_3,pipeline_sn_1
point_sn_1341,,,,15,measure_location_1341,station_sn_4,pipeline_sn_1
point_sn_1292,,,,17,measure_location_1292,station_sn_4,pipeline_sn_1
point_sn_321,,,,15,measure_location_321,station_sn_1,pipeline_sn_1
point_sn_602,,,,7,measure_location_602,station_sn_2,pipeline_sn_1
point_sn_968,,,,16,measure_location_968,station_sn_3,pipeline_sn_1
point_sn_1346,,,,3,measure_location_1346,station_sn_4,pipeline_sn_1
point_sn_408,,,,17,measure_location_408,station_sn_2,pipeline_sn_1
point_sn_1332,,,,6,measure_location_1332,station_sn_4,pipeline_sn_1
